mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
52354538,26,26101,2020,10,0,0,10225
52354538,26,26101,2020,10,0,1,8195
52354538,26,26101,2020,10,0,2,8984
52354538,26,26101,2020,10,1,0,10538
52354538,26,26101,2020,10,1,1,7961
52354538,26,26101,2020,10,1,2,9184
52354538,26,26101,2020,10,2,0,10447
52354538,26,26101,2020,10,2,1,8029
52354538,26,26101,2020,10,2,2,9126
52354548,26,26101,2020,10,0,0,8252
52354548,26,26101,2020,10,0,1,8039
52354548,26,26101,2020,10,0,2,7949
52354548,26,26101,2020,10,1,0,8552
52354548,26,26101,2020,10,1,1,8176
52354548,26,26101,2020,10,1,2,8243
52354548,26,26101,2020,10,2,0,8465
52354548,26,26101,2020,10,2,1,8136
52354548,26,26101,2020,10,2,2,8158
52354549,26,26101,2020,10,0,0,11590
52354549,26,26101,2020,10,0,1,13126
52354549,26,26101,2020,10,0,2,12323
52354549,26,26101,2020,10,1,0,10729
52354549,26,26101,2020,10,1,1,12857
52354549,26,26101,2020,10,1,2,11635
52354549,26,26101,2020,10,2,0,10979
52354549,26,26101,2020,10,2,1,12935
52354549,26,26101,2020,10,2,2,11835
52354557,26,26101,2020,10,0,0,2095
52354557,26,26101,2020,10,0,1,2805
52354557,26,26101,2020,10,0,2,2490
52354557,26,26101,2020,10,1,0,1761
52354557,26,26101,2020,10,1,1,2799
52354557,26,26101,2020,10,1,2,2279
52354557,26,26101,2020,10,2,0,1858
52354557,26,26101,2020,10,2,1,2801
52354557,26,26101,2020,10,2,2,2340
52354558,26,26101,2020,10,0,0,4108
52354558,26,26101,2020,10,0,1,4627
52354558,26,26101,2020,10,0,2,4323
52354558,26,26101,2020,10,1,0,5377
52354558,26,26101,2020,10,1,1,4556
52354558,26,26101,2020,10,1,2,4708
52354558,26,26101,2020,10,2,0,5009
52354558,26,26101,2020,10,2,1,4577
52354558,26,26101,2020,10,2,2,4596
52354559,26,26101,2020,10,0,0,10553
52354559,26,26101,2020,10,0,1,11525
52354559,26,26101,2020,10,0,2,10866
52354559,26,26101,2020,10,1,0,10754
52354559,26,26101,2020,10,1,1,11831
52354559,26,26101,2020,10,1,2,11013
52354559,26,26101,2020,10,2,0,10695
52354559,26,26101,2020,10,2,1,11742
52354559,26,26101,2020,10,2,2,10970
52354567,26,26101,2020,10,0,0,138
52354567,26,26101,2020,10,0,1,226
52354567,26,26101,2020,10,0,2,182
52354567,26,26101,2020,10,1,0,150
52354567,26,26101,2020,10,1,1,190
52354567,26,26101,2020,10,1,2,170
52354567,26,26101,2020,10,2,0,147
52354567,26,26101,2020,10,2,1,201
52354567,26,26101,2020,10,2,2,174
52354568,26,26101,2020,10,0,0,2820
52354568,26,26101,2020,10,0,1,3959
52354568,26,26101,2020,10,0,2,3570
52354568,26,26101,2020,10,1,0,2350
52354568,26,26101,2020,10,1,1,3870
52354568,26,26101,2020,10,1,2,3174
52354568,26,26101,2020,10,2,0,2486
