mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
52354538,26,26101,2019,02,0,0,10375
52354538,26,26101,2019,02,0,1,7821
52354538,26,26101,2019,02,0,2,8630
52354538,26,26101,2019,02,1,0,9126
52354538,26,26101,2019,02,1,1,7664
52354538,26,26101,2019,02,1,2,8202
52354538,26,26101,2019,02,2,0,9527
52354538,26,26101,2019,02,2,1,7714
52354538,26,26101,2019,02,2,2,8339
52354548,26,26101,2019,02,0,0,9037
52354548,26,26101,2019,02,0,1,7854
52354548,26,26101,2019,02,0,2,8044
52354548,26,26101,2019,02,1,0,7825
52354548,26,26101,2019,02,1,1,7699
52354548,26,26101,2019,02,1,2,7468
52354548,26,26101,2019,02,2,0,8215
52354548,26,26101,2019,02,2,1,7749
52354548,26,26101,2019,02,2,2,7653
52354549,26,26101,2019,02,0,0,11726
52354549,26,26101,2019,02,0,1,14175
52354549,26,26101,2019,02,0,2,12896
52354549,26,26101,2019,02,1,0,10263
52354549,26,26101,2019,02,1,1,13617
52354549,26,26101,2019,02,1,2,12018
52354549,26,26101,2019,02,2,0,10733
52354549,26,26101,2019,02,2,1,13796
52354549,26,26101,2019,02,2,2,12300
52354557,26,26101,2019,02,0,0,2151
52354557,26,26101,2019,02,0,1,2560
52354557,26,26101,2019,02,0,2,2392
52354557,26,26101,2019,02,1,0,1867
52354557,26,26101,2019,02,1,1,2700
52354557,26,26101,2019,02,1,2,2270
52354557,26,26101,2019,02,2,0,1959
52354557,26,26101,2019,02,2,1,2655
52354557,26,26101,2019,02,2,2,2309
52354558,26,26101,2019,02,0,0,3122
52354558,26,26101,2019,02,0,1,3336
52354558,26,26101,2019,02,0,2,3183
52354558,26,26101,2019,02,1,0,3185
52354558,26,26101,2019,02,1,1,3320
52354558,26,26101,2019,02,1,2,3113
52354558,26,26101,2019,02,2,0,3165
52354558,26,26101,2019,02,2,1,3325
52354558,26,26101,2019,02,2,2,3136
52354559,26,26101,2019,02,0,0,11674
52354559,26,26101,2019,02,0,1,13710
52354559,26,26101,2019,02,0,2,12600
52354559,26,26101,2019,02,1,0,10234
52354559,26,26101,2019,02,1,1,13581
52354559,26,26101,2019,02,1,2,11803
52354559,26,26101,2019,02,2,0,10697
52354559,26,26101,2019,02,2,1,13622
52354559,26,26101,2019,02,2,2,12059
52354567,26,26101,2019,02,0,0,53
52354567,26,26101,2019,02,0,1,70
52354567,26,26101,2019,02,0,2,59
52354567,26,26101,2019,02,1,0,84
52354567,26,26101,2019,02,1,1,82
52354567,26,26101,2019,02,1,2,84
52354567,26,26101,2019,02,2,0,74
52354567,26,26101,2019,02,2,1,78
52354567,26,26101,2019,02,2,2,76
52354568,26,26101,2019,02,0,0,2685
52354568,26,26101,2019,02,0,1,4127
52354568,26,26101,2019,02,0,2,3493
52354568,26,26101,2019,02,1,0,2237
52354568,26,26101,2019,02,1,1,3825
52354568,26,26101,2019,02,1,2,3071
52354568,26,26101,2019,02,2,0,2381
52354568,26,26101,2019,02,2,1,3922
52354568,26,26101,2019,02,2,2,3206
52354569,26,26101,2019,02,0,0,10440
52354569,26,26101,2019,02,0,1,12436
52354569,26,26101,2019,02,0,2,11555
52354569,26,26101,2019,02,1,0,8906
52354569,26,26101,2019,02,1,1,12691
52354569,26,26101,2019,02,1,2,10861
52354569,26,26101,2019,02,2,0,9399
52354569,26,26101,2019,02,2,1,12609
52354569,26,26101,2019,02,2,2,11084
52354578,26,26101,2019,02,0,0,66
52354578,26,26101,2019,02,0,1,70
52354578,26,26101,2019,02,0,2,72
52354578,26,26101,2019,02,1,0,49
52354578,26,26101,2019,02,1,1,54
52354578,26,26101,2019,02,1,2,47
52354578,26,26101,2019,02,2,0,55
52354578,26,26101,2019,02,2,1,59
52354578,26,26101,2019,02,2,2,55
52354579,26,26101,2019,02,0,0,5860
52354579,26,26101,2019,02,0,1,7591
52354579,26,26101,2019,02,0,2,6806
52354579,26,26101,2019,02,1,0,5072
52354579,26,26101,2019,02,1,1,7660
52354579,26,26101,2019,02,1,2,6410
52354579,26,26101,2019,02,2,0,5325
52354579,26,26101,2019,02,2,1,7638
52354579,26,26101,2019,02,2,2,6537
52354587,26,26101,2019,02,0,0,14
52354587,26,26101,2019,02,1,0,21
52354587,26,26101,2019,02,2,0,19
52354589,26,26101,2019,02,0,0,3026
52354589,26,26101,2019,02,0,1,4267
52354589,26,26101,2019,02,0,2,3748
52354589,26,26101,2019,02,1,0,2672
52354589,26,26101,2019,02,1,1,4159
52354589,26,26101,2019,02,1,2,3508
52354589,26,26101,2019,02,2,0,2786
52354589,26,26101,2019,02,2,1,4194
52354589,26,26101,2019,02,2,2,3585
52354594,26,26101,2019,02,0,0,26
52354594,26,26101,2019,02,0,2,14
52354594,26,26101,2019,02,1,0,19
52354594,26,26101,2019,02,1,2,15
52354594,26,26101,2019,02,2,0,21
52354594,26,26101,2019,02,2,2,15
52354599,26,26101,2019,02,0,0,701
52354599,26,26101,2019,02,0,1,807
52354599,26,26101,2019,02,0,2,769
52354599,26,26101,2019,02,1,0,651
52354599,26,26101,2019,02,1,1,724
52354599,26,26101,2019,02,1,2,716
52354599,26,26101,2019,02,2,0,667
52354599,26,26101,2019,02,2,1,751
52354599,26,26101,2019,02,2,2,733
52354640,26,26101,2019,02,0,0,11280
52354640,26,26101,2019,02,0,1,13025
52354640,26,26101,2019,02,0,2,12049
52354640,26,26101,2019,02,1,0,12647
52354640,26,26101,2019,02,1,1,12840
52354640,26,26101,2019,02,1,2,12440
52354640,26,26101,2019,02,2,0,12208
52354640,26,26101,2019,02,2,1,12900
52354640,26,26101,2019,02,2,2,12314
52354650,26,26101,2019,02,0,0,13636
52354650,26,26101,2019,02,0,1,11916
52354650,26,26101,2019,02,0,2,12462
52354650,26,26101,2019,02,1,0,12341
52354650,26,26101,2019,02,1,1,11958
52354650,26,26101,2019,02,1,2,12144
52354650,26,26101,2019,02,2,0,12757
52354650,26,26101,2019,02,2,1,11945
52354650,26,26101,2019,02,2,2,12246
52354660,26,26101,2019,02,0,0,8748
52354660,26,26101,2019,02,0,1,9947
52354660,26,26101,2019,02,0,2,9116
52354660,26,26101,2019,02,1,0,6250
52354660,26,26101,2019,02,1,1,9487
52354660,26,26101,2019,02,1,2,7780
52354660,26,26101,2019,02,2,0,7053
52354660,26,26101,2019,02,2,1,9635
52354660,26,26101,2019,02,2,2,8210
52354670,26,26101,2019,02,0,0,1725
52354670,26,26101,2019,02,0,1,1785
52354670,26,26101,2019,02,0,2,1703
52354670,26,26101,2019,02,1,0,1297
52354670,26,26101,2019,02,1,1,1756
52354670,26,26101,2019,02,1,2,1542
52354670,26,26101,2019,02,2,0,1435
52354670,26,26101,2019,02,2,1,1765
52354670,26,26101,2019,02,2,2,1594
52354680,26,26101,2019,02,0,0,2110
52354680,26,26101,2019,02,0,1,1265
52354680,26,26101,2019,02,0,2,1521
52354680,26,26101,2019,02,1,0,3201
52354680,26,26101,2019,02,1,1,1654
52354680,26,26101,2019,02,1,2,2150
52354680,26,26101,2019,02,2,0,2851
52354680,26,26101,2019,02,2,1,1529
52354680,26,26101,2019,02,2,2,1948
52354690,26,26101,2019,02,0,0,624
52354690,26,26101,2019,02,0,1,698
52354690,26,26101,2019,02,0,2,672
