mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
52354538,26,26101,2019,01,0,0,11296
52354538,26,26101,2019,01,0,1,7993
52354538,26,26101,2019,01,0,2,9101
52354538,26,26101,2019,01,1,0,10388
52354538,26,26101,2019,01,1,1,7811
52354538,26,26101,2019,01,1,2,8677
52354538,26,26101,2019,01,2,0,10681
52354538,26,26101,2019,01,2,1,7870
52354538,26,26101,2019,01,2,2,8814
52354548,26,26101,2019,01,0,0,9040
52354548,26,26101,2019,01,0,1,8032
52354548,26,26101,2019,01,0,2,8140
52354548,26,26101,2019,01,1,0,8170
52354548,26,26101,2019,01,1,1,7939
52354548,26,26101,2019,01,1,2,7861
52354548,26,26101,2019,01,2,0,8450
52354548,26,26101,2019,01,2,1,7969
52354548,26,26101,2019,01,2,2,7951
52354549,26,26101,2019,01,0,0,11839
52354549,26,26101,2019,01,0,1,13887
52354549,26,26101,2019,01,0,2,12832
52354549,26,26101,2019,01,1,0,10026
52354549,26,26101,2019,01,1,1,13624
52354549,26,26101,2019,01,1,2,12036
52354549,26,26101,2019,01,2,0,10611
52354549,26,26101,2019,01,2,1,13709
52354549,26,26101,2019,01,2,2,12293
52354557,26,26101,2019,01,0,0,2089
52354557,26,26101,2019,01,0,1,2661
52354557,26,26101,2019,01,0,2,2437
52354557,26,26101,2019,01,1,0,1710
52354557,26,26101,2019,01,1,1,2566
52354557,26,26101,2019,01,1,2,2154
52354557,26,26101,2019,01,2,0,1832
52354557,26,26101,2019,01,2,1,2597
52354557,26,26101,2019,01,2,2,2246
52354558,26,26101,2019,01,0,0,3143
52354558,26,26101,2019,01,0,1,3386
52354558,26,26101,2019,01,0,2,3214
52354558,26,26101,2019,01,1,0,4833
52354558,26,26101,2019,01,1,1,3395
52354558,26,26101,2019,01,1,2,3729
52354558,26,26101,2019,01,2,0,4288
52354558,26,26101,2019,01,2,1,3392
52354558,26,26101,2019,01,2,2,3563
52354559,26,26101,2019,01,0,0,11975
52354559,26,26101,2019,01,0,1,13319
52354559,26,26101,2019,01,0,2,12493
52354559,26,26101,2019,01,1,0,10452
52354559,26,26101,2019,01,1,1,13497
52354559,26,26101,2019,01,1,2,11759
52354559,26,26101,2019,01,2,0,10943
52354559,26,26101,2019,01,2,1,13439
52354559,26,26101,2019,01,2,2,11995
52354567,26,26101,2019,01,0,0,143
52354567,26,26101,2019,01,0,1,115
52354567,26,26101,2019,01,0,2,129
52354567,26,26101,2019,01,1,0,152
52354567,26,26101,2019,01,1,1,163
52354567,26,26101,2019,01,1,2,158
52354567,26,26101,2019,01,2,0,149
52354567,26,26101,2019,01,2,1,147
52354567,26,26101,2019,01,2,2,148
52354568,26,26101,2019,01,0,0,2741
52354568,26,26101,2019,01,0,1,4118
52354568,26,26101,2019,01,0,2,3459
52354568,26,26101,2019,01,1,0,2372
52354568,26,26101,2019,01,1,1,3754
52354568,26,26101,2019,01,1,2,3105
52354568,26,26101,2019,01,2,0,2491
52354568,26,26101,2019,01,2,1,3872
52354568,26,26101,2019,01,2,2,3219
52354569,26,26101,2019,01,0,0,10308
52354569,26,26101,2019,01,0,1,12252
52354569,26,26101,2019,01,0,2,11347
52354569,26,26101,2019,01,1,0,8886
52354569,26,26101,2019,01,1,1,12601
52354569,26,26101,2019,01,1,2,10920
52354569,26,26101,2019,01,2,0,9345
52354569,26,26101,2019,01,2,1,12489
52354569,26,26101,2019,01,2,2,11058
52354578,26,26101,2019,01,0,0,110
52354578,26,26101,2019,01,0,1,77
52354578,26,26101,2019,01,0,2,103
52354578,26,26101,2019,01,1,0,59
52354578,26,26101,2019,01,1,1,84
52354578,26,26101,2019,01,1,2,73
52354578,26,26101,2019,01,2,0,75
52354578,26,26101,2019,01,2,1,82
52354578,26,26101,2019,01,2,2,83
52354579,26,26101,2019,01,0,0,5915
52354579,26,26101,2019,01,0,1,7559
52354579,26,26101,2019,01,0,2,6896
52354579,26,26101,2019,01,1,0,4914
52354579,26,26101,2019,01,1,1,7775
52354579,26,26101,2019,01,1,2,6473
52354579,26,26101,2019,01,2,0,5237
52354579,26,26101,2019,01,2,1,7705
52354579,26,26101,2019,01,2,2,6610
52354587,26,26101,2019,01,0,0,24
52354587,26,26101,2019,01,0,2,18
52354587,26,26101,2019,01,1,0,21
52354587,26,26101,2019,01,2,0,22
52354587,26,26101,2019,01,2,2,12
52354588,26,26101,2019,01,0,0,14
52354588,26,26101,2019,01,0,1,13
52354588,26,26101,2019,01,0,2,13
52354589,26,26101,2019,01,0,0,3121
52354589,26,26101,2019,01,0,1,3968
52354589,26,26101,2019,01,0,2,3638
52354589,26,26101,2019,01,1,0,2573
52354589,26,26101,2019,01,1,1,4008
52354589,26,26101,2019,01,1,2,3390
52354589,26,26101,2019,01,2,0,2750
52354589,26,26101,2019,01,2,1,3995
52354589,26,26101,2019,01,2,2,3470
52354594,26,26101,2019,01,0,0,39
52354594,26,26101,2019,01,0,1,32
52354594,26,26101,2019,01,0,2,31
52354594,26,26101,2019,01,1,0,15
52354594,26,26101,2019,01,1,2,10
52354594,26,26101,2019,01,2,0,22
52354594,26,26101,2019,01,2,1,14
52354594,26,26101,2019,01,2,2,17
52354599,26,26101,2019,01,0,0,735
52354599,26,26101,2019,01,0,1,968
52354599,26,26101,2019,01,0,2,848
52354599,26,26101,2019,01,1,0,559
52354599,26,26101,2019,01,1,1,812
52354599,26,26101,2019,01,1,2,725
52354599,26,26101,2019,01,2,0,616
52354599,26,26101,2019,01,2,1,862
52354599,26,26101,2019,01,2,2,765
52354640,26,26101,2019,01,0,0,11605
52354640,26,26101,2019,01,0,1,12448
52354640,26,26101,2019,01,0,2,11933
52354640,26,26101,2019,01,1,0,12760
52354640,26,26101,2019,01,1,1,12789
52354640,26,26101,2019,01,1,2,12531
52354640,26,26101,2019,01,2,0,12387
52354640,26,26101,2019,01,2,1,12679
52354640,26,26101,2019,01,2,2,12338
52354650,26,26101,2019,01,0,0,13860
52354650,26,26101,2019,01,0,1,12116
52354650,26,26101,2019,01,0,2,12802
52354650,26,26101,2019,01,1,0,12989
52354650,26,26101,2019,01,1,1,12019
52354650,26,26101,2019,01,1,2,12523
52354650,26,26101,2019,01,2,0,13270
52354650,26,26101,2019,01,2,1,12050
52354650,26,26101,2019,01,2,2,12613
52354660,26,26101,2019,01,0,0,8042
52354660,26,26101,2019,01,0,1,9071
52354660,26,26101,2019,01,0,2,8415
52354660,26,26101,2019,01,1,0,5913
52354660,26,26101,2019,01,1,1,8897
52354660,26,26101,2019,01,1,2,7260
52354660,26,26101,2019,01,2,0,6600
52354660,26,26101,2019,01,2,1,8954
52354660,26,26101,2019,01,2,2,7633
52354670,26,26101,2019,01,0,0,1855
52354670,26,26101,2019,01,0,1,1735
52354670,26,26101,2019,01,0,2,1713
52354670,26,26101,2019,01,1,0,1653
52354670,26,26101,2019,01,1,1,1788
52354670,26,26101,2019,01,1,2,1718
52354670,26,26101,2019,01,2,0,1718
52354670,26,26101,2019,01,2,1,1771
52354670,26,26101,2019,01,2,2,1716
52354680,26,26101,2019,01,0,0,1890
52354680,26,26101,2019,01,0,1,1338
52354680,26,26101,2019,01,0,2,1476
52354680,26,26101,2019,01,1,0,6096
52354680,26,26101,2019,01,1,1,1951
52354680,26,26101,2019,01,1,2,3346
52354680,26,26101,2019,01,2,0,4739
52354680,26,26101,2019,01,2,1,1753
52354680,26,26101,2019,01,2,2,2743
52354690,26,26101,2019,01,0,0,828
52354690,26,26101,2019,01,0,1,994
52354690,26,26101,2019,01,0,2,914
52354690,26,26101,2019,01,1,0,668
52354690,26,26101,2019,01,1,1,960
52354690,26,26101,2019,01,1,2,794
52354690,26,26101,2019,01,2,0,720
52354690,26,26101,2019,01,2,1,971
52354690,26,26101,2019,01,2,2,833
52355505,26,26101,2019,01,0,0,169
52355505,26,26101,2019,01,0,1,88
52355505,26,26101,2019,01,0,2,122
52355505,26,26101,2019,01,1,0,97
52355505,26,26101,2019,01,1,1,69
52355505,26,26101,2019,01,1,2,79
52355505,26,26101,2019,01,2,0,120
52355505,26,26101,2019,01,2,1,75
52355505,26,26101,2019,01,2,2,93
52355514,26,26101,2019,01,0,0,10
52355514,26,26101,2019,01,1,0,65
52355514,26,26101,2019,01,1,1,30
52355514,26,26101,2019,01,1,2,49
52355514,26,26101,2019,01,2,0,47
52355514,26,26101,2019,01,2,1,20
52355514,26,26101,2019,01,2,2,36
52355515,26,26101,2019,01,0,0,40
52355515,26,26101,2019,01,0,2,18
52355515,26,26101,2019,01,1,0,15
52355515,26,26101,2019,01,1,2,12
52355515,26,26101,2019,01,2,0,23
52355515,26,26101,2019,01,2,2,14
52355524,26,26101,2019,01,0,0,30
52355524,26,26101,2019,01,0,1,10
52355524,26,26101,2019,01,0,2,19
52355524,26,26101,2019,01,1,0,17
52355524,26,26101,2019,01,1,2,11
52355524,26,26101,2019,01,2,0,21
52355524,26,26101,2019,01,2,2,13
52355528,26,26101,2019,01,0,0,10
52355533,26,26101,2019,01,0,0,21
52355533,26,26101,2019,01,0,1,19
52355533,26,26101,2019,01,0,2,30
52355533,26,26101,2019,01,1,0,43
52355533,26,26101,2019,01,1,1,21
52355533,26,26101,2019,01,1,2,34
52355533,26,26101,2019,01,2,0,36
52355533,26,26101,2019,01,2,1,20
52355533,26,26101,2019,01,2,2,33
52355537,26,26101,2019,01,0,0,16
52355537,26,26101,2019,01,0,1,27
52355537,26,26101,2019,01,0,2,27
52355537,26,26101,2019,01,1,0,22
52355537,26,26101,2019,01,1,1,51
52355537,26,26101,2019,01,1,2,26
52355537,26,26101,2019,01,2,0,20
52355537,26,26101,2019,01,2,1,43
52355537,26,26101,2019,01,2,2,26
52355547,26,26101,2019,01,0,0,20
52355547,26,26101,2019,01,0,1,14
