mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
52354538,26,26101,2020,08,0,0,9153
52354538,26,26101,2020,08,0,1,8202
52354538,26,26101,2020,08,0,2,8733
52354538,26,26101,2020,08,1,0,9772
52354538,26,26101,2020,08,1,1,8224
52354538,26,26101,2020,08,1,2,8871
52354538,26,26101,2020,08,2,0,9553
52354538,26,26101,2020,08,2,1,8217
52354538,26,26101,2020,08,2,2,8822
52354548,26,26101,2020,08,0,0,8221
52354548,26,26101,2020,08,0,1,7848
52354548,26,26101,2020,08,0,2,7803
52354548,26,26101,2020,08,1,0,7747
52354548,26,26101,2020,08,1,1,7834
52354548,26,26101,2020,08,1,2,7660
52354548,26,26101,2020,08,2,0,7915
52354548,26,26101,2020,08,2,1,7839
52354548,26,26101,2020,08,2,2,7711
52354549,26,26101,2020,08,0,0,11426
52354549,26,26101,2020,08,0,1,12508
52354549,26,26101,2020,08,0,2,11939
52354549,26,26101,2020,08,1,0,10212
52354549,26,26101,2020,08,1,1,12525
52354549,26,26101,2020,08,1,2,11397
52354549,26,26101,2020,08,2,0,10643
52354549,26,26101,2020,08,2,1,12519
52354549,26,26101,2020,08,2,2,11589
52354557,26,26101,2020,08,0,0,2363
52354557,26,26101,2020,08,0,1,2809
52354557,26,26101,2020,08,0,2,2591
52354557,26,26101,2020,08,1,0,2048
52354557,26,26101,2020,08,1,1,2844
52354557,26,26101,2020,08,1,2,2439
52354557,26,26101,2020,08,2,0,2160
52354557,26,26101,2020,08,2,1,2832
52354557,26,26101,2020,08,2,2,2493
52354558,26,26101,2020,08,0,0,3467
52354558,26,26101,2020,08,0,1,3946
52354558,26,26101,2020,08,0,2,3713
52354558,26,26101,2020,08,1,0,3226
52354558,26,26101,2020,08,1,1,3898
52354558,26,26101,2020,08,1,2,3558
52354558,26,26101,2020,08,2,0,3312
52354558,26,26101,2020,08,2,1,3915
52354558,26,26101,2020,08,2,2,3613
52354559,26,26101,2020,08,0,0,10231
52354559,26,26101,2020,08,0,1,11593
52354559,26,26101,2020,08,0,2,10805
52354559,26,26101,2020,08,1,0,9369
52354559,26,26101,2020,08,1,1,11798
52354559,26,26101,2020,08,1,2,10536
52354559,26,26101,2020,08,2,0,9675
52354559,26,26101,2020,08,2,1,11725
52354559,26,26101,2020,08,2,2,10631
52354567,26,26101,2020,08,0,0,153
52354567,26,26101,2020,08,0,1,204
52354567,26,26101,2020,08,0,2,188
52354567,26,26101,2020,08,1,0,179
52354567,26,26101,2020,08,1,1,256
52354567,26,26101,2020,08,1,2,218
52354567,26,26101,2020,08,2,0,170
52354567,26,26101,2020,08,2,1,237
52354567,26,26101,2020,08,2,2,208
52354568,26,26101,2020,08,0,0,2966
52354568,26,26101,2020,08,0,1,3921
52354568,26,26101,2020,08,0,2,3545
52354568,26,26101,2020,08,1,0,2672
52354568,26,26101,2020,08,1,1,4110
52354568,26,26101,2020,08,1,2,3395
52354568,26,26101,2020,08,2,0,2776
52354568,26,26101,2020,08,2,1,4043
52354568,26,26101,2020,08,2,2,3448
52354569,26,26101,2020,08,0,0,12603
52354569,26,26101,2020,08,0,1,15647
52354569,26,26101,2020,08,0,2,14119
52354569,26,26101,2020,08,1,0,11837
52354569,26,26101,2020,08,1,1,15289
52354569,26,26101,2020,08,1,2,13522
52354569,26,26101,2020,08,2,0,12109
52354569,26,26101,2020,08,2,1,15416
52354569,26,26101,2020,08,2,2,13734
52354578,26,26101,2020,08,0,0,78
52354578,26,26101,2020,08,0,1,28
52354578,26,26101,2020,08,0,2,44
52354578,26,26101,2020,08,1,0,39
52354578,26,26101,2020,08,1,1,23
52354578,26,26101,2020,08,1,2,32
52354578,26,26101,2020,08,2,0,53
52354578,26,26101,2020,08,2,1,25
52354578,26,26101,2020,08,2,2,36
52354579,26,26101,2020,08,0,0,7383
52354579,26,26101,2020,08,0,1,8531
52354579,26,26101,2020,08,0,2,7892
52354579,26,26101,2020,08,1,0,6194
52354579,26,26101,2020,08,1,1,8434
52354579,26,26101,2020,08,1,2,7318
52354579,26,26101,2020,08,2,0,6616
52354579,26,26101,2020,08,2,1,8469
52354579,26,26101,2020,08,2,2,7522
52354587,26,26101,2020,08,0,0,37
52354587,26,26101,2020,08,0,1,16
52354587,26,26101,2020,08,0,2,23
52354587,26,26101,2020,08,1,0,22
52354587,26,26101,2020,08,1,2,11
52354587,26,26101,2020,08,2,0,27
52354587,26,26101,2020,08,2,1,10
52354587,26,26101,2020,08,2,2,15
52354589,26,26101,2020,08,0,0,3629
52354589,26,26101,2020,08,0,1,4737
52354589,26,26101,2020,08,0,2,4227
52354589,26,26101,2020,08,1,0,2974
52354589,26,26101,2020,08,1,1,4444
52354589,26,26101,2020,08,1,2,3696
52354589,26,26101,2020,08,2,0,3206
52354589,26,26101,2020,08,2,1,4548
52354589,26,26101,2020,08,2,2,3885
52354594,26,26101,2020,08,0,0,30
52354594,26,26101,2020,08,0,2,12
52354594,26,26101,2020,08,1,0,11
52354594,26,26101,2020,08,2,0,18
52354599,26,26101,2020,08,0,0,1196
52354599,26,26101,2020,08,0,1,1318
52354599,26,26101,2020,08,0,2,1203
52354599,26,26101,2020,08,1,0,1168
52354599,26,26101,2020,08,1,1,1329
52354599,26,26101,2020,08,1,2,1226
52354599,26,26101,2020,08,2,0,1178
52354599,26,26101,2020,08,2,1,1325
52354599,26,26101,2020,08,2,2,1218
52354640,26,26101,2020,08,0,0,12264
52354640,26,26101,2020,08,0,1,13427
52354640,26,26101,2020,08,0,2,12867
52354640,26,26101,2020,08,1,0,14097
52354640,26,26101,2020,08,1,1,13660
52354640,26,26101,2020,08,1,2,13713
52354640,26,26101,2020,08,2,0,13447
52354640,26,26101,2020,08,2,1,13578
52354640,26,26101,2020,08,2,2,13413
52354650,26,26101,2020,08,0,0,13370
52354650,26,26101,2020,08,0,1,11506
52354650,26,26101,2020,08,0,2,12340
52354650,26,26101,2020,08,1,0,13300
52354650,26,26101,2020,08,1,1,11506
52354650,26,26101,2020,08,1,2,12439
52354650,26,26101,2020,08,2,0,13325
52354650,26,26101,2020,08,2,1,11506
52354650,26,26101,2020,08,2,2,12404
52354660,26,26101,2020,08,0,0,8783
52354660,26,26101,2020,08,0,1,9988
52354660,26,26101,2020,08,0,2,9374
52354660,26,26101,2020,08,1,0,7709
52354660,26,26101,2020,08,1,1,9662
52354660,26,26101,2020,08,1,2,8646
52354660,26,26101,2020,08,2,0,8090
52354660,26,26101,2020,08,2,1,9778
52354660,26,26101,2020,08,2,2,8904
52354670,26,26101,2020,08,0,0,1450
52354670,26,26101,2020,08,0,1,1891
52354670,26,26101,2020,08,0,2,1701
52354670,26,26101,2020,08,1,0,1426
52354670,26,26101,2020,08,1,1,1969
52354670,26,26101,2020,08,1,2,1715
52354670,26,26101,2020,08,2,0,1435
52354670,26,26101,2020,08,2,1,1941
52354670,26,26101,2020,08,2,2,1710
52354680,26,26101,2020,08,0,0,1165
52354680,26,26101,2020,08,0,1,1140
52354680,26,26101,2020,08,0,2,1105
52354680,26,26101,2020,08,1,0,1492
52354680,26,26101,2020,08,1,1,1107
52354680,26,26101,2020,08,1,2,1270
52354680,26,26101,2020,08,2,0,1376
52354680,26,26101,2020,08,2,1,1118
52354680,26,26101,2020,08,2,2,1211
52354690,26,26101,2020,08,0,0,590
52354690,26,26101,2020,08,0,1,713
52354690,26,26101,2020,08,0,2,667
52354690,26,26101,2020,08,1,0,431
52354690,26,26101,2020,08,1,1,713
52354690,26,26101,2020,08,1,2,579
52354690,26,26101,2020,08,2,0,488
52354690,26,26101,2020,08,2,1,713
52354690,26,26101,2020,08,2,2,610
52355504,26,26101,2020,08,0,0,20
52355504,26,26101,2020,08,0,2,12
52355504,26,26101,2020,08,2,0,11
52355505,26,26101,2020,08,0,0,158
52355505,26,26101,2020,08,0,1,119
52355505,26,26101,2020,08,0,2,146
52355505,26,26101,2020,08,1,0,96
52355505,26,26101,2020,08,1,1,129
52355505,26,26101,2020,08,1,2,101
52355505,26,26101,2020,08,2,0,118
52355505,26,26101,2020,08,2,1,125
52355505,26,26101,2020,08,2,2,117
52355514,26,26101,2020,08,0,0,36
52355514,26,26101,2020,08,0,2,24
52355514,26,26101,2020,08,1,0,54
52355514,26,26101,2020,08,1,1,30
52355514,26,26101,2020,08,1,2,44
52355514,26,26101,2020,08,2,0,47
52355514,26,26101,2020,08,2,1,23
52355514,26,26101,2020,08,2,2,37
52355515,26,26101,2020,08,0,0,49
52355515,26,26101,2020,08,0,1,28
52355515,26,26101,2020,08,0,2,32
52355515,26,26101,2020,08,1,0,32
52355515,26,26101,2020,08,1,2,18
52355515,26,26101,2020,08,2,0,38
52355515,26,26101,2020,08,2,1,13
52355515,26,26101,2020,08,2,2,23
52355524,26,26101,2020,08,0,0,45
52355524,26,26101,2020,08,0,2,28
52355524,26,26101,2020,08,1,0,50
52355524,26,26101,2020,08,1,1,13
52355524,26,26101,2020,08,1,2,31
52355524,26,26101,2020,08,2,0,49
52355524,26,26101,2020,08,2,2,30
52355533,26,26101,2020,08,0,0,80
52355533,26,26101,2020,08,0,1,20
52355533,26,26101,2020,08,0,2,46
52355533,26,26101,2020,08,1,0,69
52355533,26,26101,2020,08,1,2,32
52355533,26,26101,2020,08,2,0,73
52355533,26,26101,2020,08,2,2,37
52355534,26,26101,2020,08,0,0,44
52355534,26,26101,2020,08,0,1,69
52355534,26,26101,2020,08,0,2,47
52355534,26,26101,2020,08,1,0,21
52355534,26,26101,2020,08,1,1,75
52355534,26,26101,2020,08,1,2,42
52355534,26,26101,2020,08,2,0,30
52355534,26,26101,2020,08,2,1,73
52355534,26,26101,2020,08,2,2,44
52355536,26,26101,2020,08,0,0,15
52355536,26,26101,2020,08,1,0,16
52355536,26,26101,2020,08,2,0,16
52355537,26,26101,2020,08,0,0,89
52355537,26,26101,2020,08,0,1,63
52355537,26,26101,2020,08,0,2,72
52355537,26,26101,2020,08,1,0,79
52355537,26,26101,2020,08,1,1,76
52355537,26,26101,2020,08,1,2,78
52355537,26,26101,2020,08,2,0,82
52355537,26,26101,2020,08,2,1,71
52355537,26,26101,2020,08,2,2,76
52355554,26,26101,2020,08,0,0,24
52355554,26,26101,2020,08,0,2,10
52355554,26,26101,2020,08,1,0,23
52355554,26,26101,2020,08,1,2,13
52355554,26,26101,2020,08,2,0,23
52355554,26,26101,2020,08,2,2,12
52355564,26,26101,2020,08,0,0,42
52355564,26,26101,2020,08,0,1,29
52355564,26,26101,2020,08,0,2,29
52355564,26,26101,2020,08,1,0,29
52355564,26,26101,2020,08,1,2,17
52355564,26,26101,2020,08,2,0,34
52355564,26,26101,2020,08,2,1,15
52355564,26,26101,2020,08,2,2,21
52355575,26,26101,2020,08,0,0,17
52355575,26,26101,2020,08,2,0,11
52355576,26,26101,2020,08,0,0,89
52355576,26,26101,2020,08,0,1,83
52355576,26,26101,2020,08,0,2,74
52355576,26,26101,2020,08,1,0,70
52355576,26,26101,2020,08,1,2,26
52355576,26,26101,2020,08,2,0,77
52355576,26,26101,2020,08,2,1,32
52355576,26,26101,2020,08,2,2,43
52354529,26,26102,2020,08,0,0,12855
52354529,26,26102,2020,08,0,1,15780
52354529,26,26102,2020,08,0,2,14375
52354529,26,26102,2020,08,1,0,12065
52354529,26,26102,2020,08,1,1,15592
52354529,26,26102,2020,08,1,2,13853
52354529,26,26102,2020,08,2,0,12345
52354529,26,26102,2020,08,2,1,15659
52354529,26,26102,2020,08,2,2,14038
52354539,26,26102,2020,08,0,0,16266
52354539,26,26102,2020,08,0,1,17120
52354539,26,26102,2020,08,0,2,16565
52354539,26,26102,2020,08,1,0,16094
52354539,26,26102,2020,08,1,1,17059
52354539,26,26102,2020,08,1,2,16457
52354539,26,26102,2020,08,2,0,16155
52354539,26,26102,2020,08,2,1,17081
52354539,26,26102,2020,08,2,2,16495
52354620,26,26102,2020,08,0,0,11582
52354620,26,26102,2020,08,0,1,10899
52354620,26,26102,2020,08,0,2,11252
52354620,26,26102,2020,08,1,0,18461
52354620,26,26102,2020,08,1,1,11858
52354620,26,26102,2020,08,1,2,14891
52354620,26,26102,2020,08,2,0,16020
52354620,26,26102,2020,08,2,1,11517
52354620,26,26102,2020,08,2,2,13600
52354621,26,26102,2020,08,0,0,9184
52354621,26,26102,2020,08,0,1,7083
52354621,26,26102,2020,08,0,2,8079
52354621,26,26102,2020,08,1,0,15462
52354621,26,26102,2020,08,1,1,8408
52354621,26,26102,2020,08,1,2,11614
52354621,26,26102,2020,08,2,0,13234
52354621,26,26102,2020,08,2,1,7938
52354621,26,26102,2020,08,2,2,10360
52354630,26,26102,2020,08,0,0,16137
52354630,26,26102,2020,08,0,1,16314
52354630,26,26102,2020,08,0,2,15934
52354630,26,26102,2020,08,1,0,16699
52354630,26,26102,2020,08,1,1,16775
52354630,26,26102,2020,08,1,2,16331
52354630,26,26102,2020,08,2,0,16500
52354630,26,26102,2020,08,2,1,16612
52354630,26,26102,2020,08,2,2,16190
52354631,26,26102,2020,08,0,0,11498
52354631,26,26102,2020,08,0,1,10433
52354631,26,26102,2020,08,0,2,11048
52354631,26,26102,2020,08,1,0,12009
52354631,26,26102,2020,08,1,1,10199
52354631,26,26102,2020,08,1,2,11057
52354631,26,26102,2020,08,2,0,11827
52354631,26,26102,2020,08,2,1,10282
52354631,26,26102,2020,08,2,2,11054
52354612,26,26103,2020,08,0,0,12041
52354612,26,26103,2020,08,0,1,9692
52354612,26,26103,2020,08,0,2,10451
52354612,26,26103,2020,08,1,0,10625
52354612,26,26103,2020,08,1,1,9692
52354612,26,26103,2020,08,1,2,9920
52354612,26,26103,2020,08,2,0,11127
52354612,26,26103,2020,08,2,1,9692
52354612,26,26103,2020,08,2,2,10108
52354613,26,26103,2020,08,0,0,3405
52354613,26,26103,2020,08,0,1,2642
52354613,26,26103,2020,08,0,2,2903
52354613,26,26103,2020,08,1,0,3730
52354613,26,26103,2020,08,1,1,2526
52354613,26,26103,2020,08,1,2,3032
52354613,26,26103,2020,08,2,0,3615
52354613,26,26103,2020,08,2,1,2567
52354613,26,26103,2020,08,2,2,2986
52354616,26,26103,2020,08,0,0,14
52354616,26,26103,2020,08,0,2,10
52354622,26,26103,2020,08,0,0,11147
52354622,26,26103,2020,08,0,1,10491
52354622,26,26103,2020,08,0,2,10804
52354622,26,26103,2020,08,1,0,15733
52354622,26,26103,2020,08,1,1,11878
52354622,26,26103,2020,08,1,2,13460
52354622,26,26103,2020,08,2,0,14106
52354622,26,26103,2020,08,2,1,11385
52354622,26,26103,2020,08,2,2,12517
52354623,26,26103,2020,08,0,0,4287
52354623,26,26103,2020,08,0,1,4339
52354623,26,26103,2020,08,0,2,4332
52354623,26,26103,2020,08,1,0,4257
52354623,26,26103,2020,08,1,1,4517
52354623,26,26103,2020,08,1,2,4350
52354623,26,26103,2020,08,2,0,4268
52354623,26,26103,2020,08,2,1,4454
52354623,26,26103,2020,08,2,2,4343
52354624,26,26103,2020,08,0,0,56
52354624,26,26103,2020,08,0,1,17
52354624,26,26103,2020,08,0,2,41
52354624,26,26103,2020,08,1,0,20
52354624,26,26103,2020,08,1,1,20
52354624,26,26103,2020,08,1,2,14
52354624,26,26103,2020,08,2,0,32
52354624,26,26103,2020,08,2,1,19
52354624,26,26103,2020,08,2,2,24
52354625,26,26103,2020,08,0,0,48
52354625,26,26103,2020,08,0,1,49
52354625,26,26103,2020,08,0,2,39
52354625,26,26103,2020,08,1,0,21
52354625,26,26103,2020,08,1,1,11
52354625,26,26103,2020,08,1,2,10
52354625,26,26103,2020,08,2,0,31
52354625,26,26103,2020,08,2,1,25
52354625,26,26103,2020,08,2,2,20
52354626,26,26103,2020,08,0,0,22
52354626,26,26103,2020,08,0,2,14
52354626,26,26103,2020,08,2,0,13
52354632,26,26103,2020,08,0,0,11136
52354632,26,26103,2020,08,0,1,11055
52354632,26,26103,2020,08,0,2,11006
52354632,26,26103,2020,08,1,0,14852
52354632,26,26103,2020,08,1,1,11422
52354632,26,26103,2020,08,1,2,12790
52354632,26,26103,2020,08,2,0,13533
52354632,26,26103,2020,08,2,1,11292
52354632,26,26103,2020,08,2,2,12157
52354633,26,26103,2020,08,0,0,8049
52354633,26,26103,2020,08,0,1,8529
52354633,26,26103,2020,08,0,2,8235
52354633,26,26103,2020,08,1,0,7542
52354633,26,26103,2020,08,1,1,8613
52354633,26,26103,2020,08,1,2,7993
52354633,26,26103,2020,08,2,0,7722
52354633,26,26103,2020,08,2,1,8583
52354633,26,26103,2020,08,2,2,8079
52354634,26,26103,2020,08,0,0,207
52354634,26,26103,2020,08,0,1,169
52354634,26,26103,2020,08,0,2,202
52354634,26,26103,2020,08,1,0,102
52354634,26,26103,2020,08,1,1,204
52354634,26,26103,2020,08,1,2,155
52354634,26,26103,2020,08,2,0,139
52354634,26,26103,2020,08,2,1,192
52354634,26,26103,2020,08,2,2,172
52354635,26,26103,2020,08,0,0,14
52354641,26,26103,2020,08,0,0,7200
52354641,26,26103,2020,08,0,1,8221
52354641,26,26103,2020,08,0,2,7647
52354641,26,26103,2020,08,1,0,6027
52354641,26,26103,2020,08,1,1,8049
52354641,26,26103,2020,08,1,2,7008
52354641,26,26103,2020,08,2,0,6443
52354641,26,26103,2020,08,2,1,8110
52354641,26,26103,2020,08,2,2,7235
52354642,26,26103,2020,08,0,0,20759
52354642,26,26103,2020,08,0,1,20777
52354642,26,26103,2020,08,0,2,20533
52354642,26,26103,2020,08,1,0,17416
52354642,26,26103,2020,08,1,1,19981
52354642,26,26103,2020,08,1,2,18543
52354642,26,26103,2020,08,2,0,18602
52354642,26,26103,2020,08,2,1,20263
52354642,26,26103,2020,08,2,2,19249
52354643,26,26103,2020,08,0,0,7405
52354643,26,26103,2020,08,0,1,7331
52354643,26,26103,2020,08,0,2,7324
52354643,26,26103,2020,08,1,0,6679
52354643,26,26103,2020,08,1,1,6947
52354643,26,26103,2020,08,1,2,6789
52354643,26,26103,2020,08,2,0,6936
52354643,26,26103,2020,08,2,1,7083
52354643,26,26103,2020,08,2,2,6979
52354644,26,26103,2020,08,0,0,79
52354644,26,26103,2020,08,0,1,48
52354644,26,26103,2020,08,0,2,55
52354644,26,26103,2020,08,1,0,49
52354644,26,26103,2020,08,1,2,34
52354644,26,26103,2020,08,2,0,60
52354644,26,26103,2020,08,2,1,22
52354644,26,26103,2020,08,2,2,42
52354645,26,26103,2020,08,0,0,189
52354645,26,26103,2020,08,0,1,119
52354645,26,26103,2020,08,0,2,145
52354645,26,26103,2020,08,1,0,110
52354645,26,26103,2020,08,1,1,134
52354645,26,26103,2020,08,1,2,121
52354645,26,26103,2020,08,2,0,138
52354645,26,26103,2020,08,2,1,129
52354645,26,26103,2020,08,2,2,129
52354651,26,26103,2020,08,0,0,7171
52354651,26,26103,2020,08,0,1,7577
52354651,26,26103,2020,08,0,2,7379
52354651,26,26103,2020,08,1,0,7254
52354651,26,26103,2020,08,1,1,7358
52354651,26,26103,2020,08,1,2,7275
52354651,26,26103,2020,08,2,0,7224
52354651,26,26103,2020,08,2,1,7436
52354651,26,26103,2020,08,2,2,7312
52354652,26,26103,2020,08,0,0,13707
52354652,26,26103,2020,08,0,1,13817
52354652,26,26103,2020,08,0,2,13623
52354652,26,26103,2020,08,1,0,14219
52354652,26,26103,2020,08,1,1,13569
52354652,26,26103,2020,08,1,2,13631
52354652,26,26103,2020,08,2,0,14037
52354652,26,26103,2020,08,2,1,13657
52354652,26,26103,2020,08,2,2,13628
52354653,26,26103,2020,08,0,0,6090
52354653,26,26103,2020,08,0,1,6682
52354653,26,26103,2020,08,0,2,6286
52354653,26,26103,2020,08,1,0,5565
52354653,26,26103,2020,08,1,1,6521
52354653,26,26103,2020,08,1,2,6072
52354653,26,26103,2020,08,2,0,5751
52354653,26,26103,2020,08,2,1,6578
52354653,26,26103,2020,08,2,2,6148
52354654,26,26103,2020,08,1,0,11
52354654,26,26103,2020,08,2,0,10
52354661,26,26103,2020,08,0,0,8847
52354661,26,26103,2020,08,0,1,8703
52354661,26,26103,2020,08,0,2,8647
52354661,26,26103,2020,08,1,0,7427
52354661,26,26103,2020,08,1,1,8453
52354661,26,26103,2020,08,1,2,7901
52354661,26,26103,2020,08,2,0,7931
52354661,26,26103,2020,08,2,1,8542
52354661,26,26103,2020,08,2,2,8166
52354662,26,26103,2020,08,0,0,4192
52354662,26,26103,2020,08,0,1,4507
52354662,26,26103,2020,08,0,2,4371
52354662,26,26103,2020,08,1,0,3817
52354662,26,26103,2020,08,1,1,4336
52354662,26,26103,2020,08,1,2,4039
52354662,26,26103,2020,08,2,0,3950
52354662,26,26103,2020,08,2,1,4396
52354662,26,26103,2020,08,2,2,4157
52354663,26,26103,2020,08,0,0,5183
52354663,26,26103,2020,08,0,1,6364
52354663,26,26103,2020,08,0,2,5851
52354663,26,26103,2020,08,1,0,4708
52354663,26,26103,2020,08,1,1,6373
52354663,26,26103,2020,08,1,2,5587
52354663,26,26103,2020,08,2,0,4877
52354663,26,26103,2020,08,2,1,6370
52354663,26,26103,2020,08,2,2,5681
52354664,26,26103,2020,08,0,0,74
52354664,26,26103,2020,08,0,1,78
52354664,26,26103,2020,08,0,2,73
52354664,26,26103,2020,08,1,0,49
52354664,26,26103,2020,08,1,1,58
52354664,26,26103,2020,08,1,2,51
52354664,26,26103,2020,08,2,0,58
52354664,26,26103,2020,08,2,1,65
52354664,26,26103,2020,08,2,2,58
52354666,26,26103,2020,08,0,0,36
52354666,26,26103,2020,08,0,1,67
52354666,26,26103,2020,08,0,2,58
52354666,26,26103,2020,08,1,0,58
52354666,26,26103,2020,08,1,1,50
52354666,26,26103,2020,08,1,2,65
52354666,26,26103,2020,08,2,0,50
