mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
52354538,26,26101,2019,05,0,0,10032
52354538,26,26101,2019,05,0,1,7686
52354538,26,26101,2019,05,0,2,8492
52354538,26,26101,2019,05,1,0,9719
52354538,26,26101,2019,05,1,1,7627
52354538,26,26101,2019,05,1,2,8437
52354538,26,26101,2019,05,2,0,9840
52354538,26,26101,2019,05,2,1,7650
52354538,26,26101,2019,05,2,2,8458
52354548,26,26101,2019,05,0,0,9843
52354548,26,26101,2019,05,0,1,8208
52354548,26,26101,2019,05,0,2,8507
52354548,26,26101,2019,05,1,0,8543
52354548,26,26101,2019,05,1,1,8245
52354548,26,26101,2019,05,1,2,8132
52354548,26,26101,2019,05,2,0,9046
52354548,26,26101,2019,05,2,1,8231
52354548,26,26101,2019,05,2,2,8277
52354549,26,26101,2019,05,0,0,11649
52354549,26,26101,2019,05,0,1,13328
52354549,26,26101,2019,05,0,2,12439
52354549,26,26101,2019,05,1,0,10313
52354549,26,26101,2019,05,1,1,13766
52354549,26,26101,2019,05,1,2,12118
52354549,26,26101,2019,05,2,0,10830
52354549,26,26101,2019,05,2,1,13597
52354549,26,26101,2019,05,2,2,12242
52354557,26,26101,2019,05,0,0,2412
52354557,26,26101,2019,05,0,1,3250
52354557,26,26101,2019,05,0,2,2840
52354557,26,26101,2019,05,1,0,1811
52354557,26,26101,2019,05,1,1,3052
52354557,26,26101,2019,05,1,2,2413
52354557,26,26101,2019,05,2,0,2044
52354557,26,26101,2019,05,2,1,3129
52354557,26,26101,2019,05,2,2,2578
52354558,26,26101,2019,05,0,0,3103
52354558,26,26101,2019,05,0,1,3456
52354558,26,26101,2019,05,0,2,3205
52354558,26,26101,2019,05,1,0,5247
52354558,26,26101,2019,05,1,1,3806
52354558,26,26101,2019,05,1,2,4183
52354558,26,26101,2019,05,2,0,4417
52354558,26,26101,2019,05,2,1,3670
52354558,26,26101,2019,05,2,2,3804
52354559,26,26101,2019,05,0,0,11025
52354559,26,26101,2019,05,0,1,12418
52354559,26,26101,2019,05,0,2,11618
52354559,26,26101,2019,05,1,0,9563
52354559,26,26101,2019,05,1,1,12614
52354559,26,26101,2019,05,1,2,10886
52354559,26,26101,2019,05,2,0,10129
52354559,26,26101,2019,05,2,1,12538
52354559,26,26101,2019,05,2,2,11169
52354567,26,26101,2019,05,0,0,39
52354567,26,26101,2019,05,0,1,35
52354567,26,26101,2019,05,0,2,43
52354567,26,26101,2019,05,1,0,64
52354567,26,26101,2019,05,1,1,70
52354567,26,26101,2019,05,1,2,60
52354567,26,26101,2019,05,2,0,54
52354567,26,26101,2019,05,2,1,57
52354567,26,26101,2019,05,2,2,54
52354568,26,26101,2019,05,0,0,2515
52354568,26,26101,2019,05,0,1,3759
52354568,26,26101,2019,05,0,2,3231
52354568,26,26101,2019,05,1,0,2363
52354568,26,26101,2019,05,1,1,3772
52354568,26,26101,2019,05,1,2,3111
52354568,26,26101,2019,05,2,0,2422
52354568,26,26101,2019,05,2,1,3767
52354568,26,26101,2019,05,2,2,3157
52354569,26,26101,2019,05,0,0,10866
52354569,26,26101,2019,05,0,1,13460
52354569,26,26101,2019,05,0,2,12127
52354569,26,26101,2019,05,1,0,9236
52354569,26,26101,2019,05,1,1,13647
52354569,26,26101,2019,05,1,2,11665
52354569,26,26101,2019,05,2,0,9867
52354569,26,26101,2019,05,2,1,13575
52354569,26,26101,2019,05,2,2,11844
52354576,26,26101,2019,05,0,0,13
52354578,26,26101,2019,05,0,0,215
52354578,26,26101,2019,05,0,1,102
52354578,26,26101,2019,05,0,2,132
52354578,26,26101,2019,05,1,0,46
52354578,26,26101,2019,05,1,1,59
52354578,26,26101,2019,05,1,2,53
52354578,26,26101,2019,05,2,0,111
52354578,26,26101,2019,05,2,1,76
52354578,26,26101,2019,05,2,2,83
52354579,26,26101,2019,05,0,0,6251
52354579,26,26101,2019,05,0,1,7726
52354579,26,26101,2019,05,0,2,6986
52354579,26,26101,2019,05,1,0,5361
52354579,26,26101,2019,05,1,1,7937
52354579,26,26101,2019,05,1,2,6619
52354579,26,26101,2019,05,2,0,5706
52354579,26,26101,2019,05,2,1,7855
52354579,26,26101,2019,05,2,2,6761
52354586,26,26101,2019,05,0,0,24
52354586,26,26101,2019,05,2,0,10
52354587,26,26101,2019,05,0,0,44
52354587,26,26101,2019,05,0,2,11
52354587,26,26101,2019,05,2,0,21
52354589,26,26101,2019,05,0,0,3353
52354589,26,26101,2019,05,0,1,4395
52354589,26,26101,2019,05,0,2,3964
52354589,26,26101,2019,05,1,0,2593
52354589,26,26101,2019,05,1,1,4323
52354589,26,26101,2019,05,1,2,3539
52354589,26,26101,2019,05,2,0,2887
52354589,26,26101,2019,05,2,1,4351
52354589,26,26101,2019,05,2,2,3703
52354594,26,26101,2019,05,0,0,36
52354594,26,26101,2019,05,0,1,16
52354594,26,26101,2019,05,0,2,25
52354594,26,26101,2019,05,1,0,23
52354594,26,26101,2019,05,1,2,20
52354594,26,26101,2019,05,2,0,28
52354594,26,26101,2019,05,2,1,12
52354594,26,26101,2019,05,2,2,22
52354597,26,26101,2019,05,0,0,18
52354599,26,26101,2019,05,0,0,1014
52354599,26,26101,2019,05,0,1,1024
52354599,26,26101,2019,05,0,2,1035
52354599,26,26101,2019,05,1,0,718
52354599,26,26101,2019,05,1,1,986
52354599,26,26101,2019,05,1,2,904
52354599,26,26101,2019,05,2,0,833
52354599,26,26101,2019,05,2,1,1001
52354599,26,26101,2019,05,2,2,955
52354640,26,26101,2019,05,0,0,11200
52354640,26,26101,2019,05,0,1,12484
52354640,26,26101,2019,05,0,2,11744
52354640,26,26101,2019,05,1,0,13151
52354640,26,26101,2019,05,1,1,13083
52354640,26,26101,2019,05,1,2,12914
52354640,26,26101,2019,05,2,0,12396
52354640,26,26101,2019,05,2,1,12851
52354640,26,26101,2019,05,2,2,12461
52354650,26,26101,2019,05,0,0,12608
52354650,26,26101,2019,05,0,1,10388
52354650,26,26101,2019,05,0,2,11347
52354650,26,26101,2019,05,1,0,13024
52354650,26,26101,2019,05,1,1,10835
52354650,26,26101,2019,05,1,2,11873
52354650,26,26101,2019,05,2,0,12863
52354650,26,26101,2019,05,2,1,10662
52354650,26,26101,2019,05,2,2,11670
52354660,26,26101,2019,05,0,0,7680
52354660,26,26101,2019,05,0,1,8894
52354660,26,26101,2019,05,0,2,8150
52354660,26,26101,2019,05,1,0,5646
52354660,26,26101,2019,05,1,1,8984
52354660,26,26101,2019,05,1,2,7272
52354660,26,26101,2019,05,2,0,6433
52354660,26,26101,2019,05,2,1,8949
52354660,26,26101,2019,05,2,2,7612
52354670,26,26101,2019,05,0,0,2065
52354670,26,26101,2019,05,0,1,1960
52354670,26,26101,2019,05,0,2,1941
52354670,26,26101,2019,05,1,0,1540
52354670,26,26101,2019,05,1,1,1947
52354670,26,26101,2019,05,1,2,1731
52354670,26,26101,2019,05,2,0,1743
52354670,26,26101,2019,05,2,1,1953
52354670,26,26101,2019,05,2,2,1812
52354680,26,26101,2019,05,0,0,1826
52354680,26,26101,2019,05,0,1,1502
52354680,26,26101,2019,05,0,2,1517
52354680,26,26101,2019,05,1,0,9679
52354680,26,26101,2019,05,1,1,2810
52354680,26,26101,2019,05,1,2,5231
52354680,26,26101,2019,05,2,0,6639
52354680,26,26101,2019,05,2,1,2303
52354680,26,26101,2019,05,2,2,3793
52354690,26,26101,2019,05,0,0,609
52354690,26,26101,2019,05,0,1,582
52354690,26,26101,2019,05,0,2,601
52354690,26,26101,2019,05,1,0,477
52354690,26,26101,2019,05,1,1,599
52354690,26,26101,2019,05,1,2,544
52354690,26,26101,2019,05,2,0,528
52354690,26,26101,2019,05,2,1,592
52354690,26,26101,2019,05,2,2,566
52355504,26,26101,2019,05,0,0,15
52355504,26,26101,2019,05,0,2,11
52355505,26,26101,2019,05,0,0,72
52355505,26,26101,2019,05,0,1,32
52355505,26,26101,2019,05,0,2,49
52355505,26,26101,2019,05,1,0,75
52355505,26,26101,2019,05,1,1,45
52355505,26,26101,2019,05,1,2,56
52355505,26,26101,2019,05,2,0,74
52355505,26,26101,2019,05,2,1,40
52355505,26,26101,2019,05,2,2,54
52355508,26,26101,2019,05,0,0,10
52355514,26,26101,2019,05,0,0,51
52355514,26,26101,2019,05,0,1,21
52355514,26,26101,2019,05,0,2,32
52355514,26,26101,2019,05,1,0,118
52355514,26,26101,2019,05,1,1,64
52355514,26,26101,2019,05,1,2,96
52355514,26,26101,2019,05,2,0,92
52355514,26,26101,2019,05,2,1,48
52355514,26,26101,2019,05,2,2,71
52355515,26,26101,2019,05,0,0,21
52355515,26,26101,2019,05,0,2,12
52355515,26,26101,2019,05,1,0,13
52355515,26,26101,2019,05,1,2,11
52355515,26,26101,2019,05,2,0,16
52355515,26,26101,2019,05,2,2,12
52355524,26,26101,2019,05,0,0,58
52355524,26,26101,2019,05,0,2,28
