fare_id,route_id,origin_id,destination_id
F5,,0123,0221
F5,,0221,0124
F5,,0124,0221
F4,,0221,0125
F4,,0125,0221
F4,,0221,0126
F4,,0126,0221
F4,,0221,0127
F4,,0127,0221
F3,,0221,0128
F3,,0128,0221
F3,,0221,0129
F3,,0129,0221
F3,,0221,0130
F3,,0130,0221
F2,,0221,0131
F2,,0131,0221
F2,,0221,0132
F2,,0132,0221
F2,,0221,0133
F2,,0133,0221
F2,,0221,0134
F2,,0134,0221
F1,,0221,0135
F1,,0135,0221
F2,,0221,0136
F2,,0136,0221
F2,,0221,0137
F2,,0137,0221
F2,,0221,0138
F2,,0138,0221
F2,,0221,0139
F2,,0139,0221
F1,,0222,0223
F1,,0223,0222
F1,,0222,0224
F1,,0224,0222
F1,,0222,0225
F1,,0225,0222
F5,,0222,0123
F5,,0123,0222
F5,,0222,0124
F5,,0124,0222
F4,,0222,0125
F4,,0125,0222
F4,,0222,0126
F4,,0126,0222
F4,,0222,0127
F4,,0127,0222
F4,,0222,0128
F4,,0128,0222
F3,,0222,0129
F3,,0129,0222
F3,,0222,0130
F3,,0130,0222
F2,,0222,0131
F2,,0131,0222
F2,,0222,0132
F2,,0132,0222
F2,,0222,0133
F2,,0133,0222
F2,,0222,0134
F2,,0134,0222
F2,,0222,0135
F2,,0135,0222
F2,,0222,0136
F2,,0136,0222
F2,,0222,0137
F2,,0137,0222
F2,,0222,0138
F2,,0138,0222
F3,,0222,0139
F3,,0139,0222
F1,,0223,0224
F1,,0224,0223
F1,,0223,0225
F1,,0225,0223
F5,,0223,0123
F5,,0123,0223
F5,,0223,0124
F5,,0124,0223
F5,,0223,0125
F5,,0125,0223
F4,,0223,0126
F4,,0126,0223
F4,,0223,0127
F4,,0127,0223
F4,,0223,0128
F4,,0128,0223
F3,,0223,0129
F3,,0129,0223
F3,,0223,0130
F3,,0130,0223
F3,,0223,0131
F3,,0131,0223
F2,,0223,0132
F2,,0132,0223
F2,,0223,0133
F2,,0133,0223
F2,,0223,0134
F2,,0134,0223
F2,,0223,0135
F2,,0135,0223
F2,,0223,0136
F2,,0136,0223
F2,,0223,0137
F2,,0137,0223
F2,,0223,0138
F2,,0138,0223
F3,,0223,0139
F3,,0139,0223
F1,,0224,0225
F1,,0225,0224
F5,,0224,0123
F5,,0123,0224
F5,,0224,0124
F5,,0124,0224
F5,,0224,0125
F5,,0125,0224
F5,,0224,0126
F5,,0126,0224
F4,,0224,0127
F4,,0127,0224
F4,,0224,0128
F4,,0128,0224
F4,,0224,0129
F4,,0129,0224
F3,,0224,0130
F3,,0130,0224
F3,,0224,0131
F3,,0131,0224
F3,,0224,0132
F3,,0132,0224
F2,,0224,0133
F2,,0133,0224
F2,,0224,0134
F2,,0134,0224
F2,,0224,0135
F2,,0135,0224
F2,,0224,0136
F2,,0136,0224
F2,,0224,0137
F2,,0137,0224
F3,,0224,0138
F3,,0138,0224
F3,,0224,0139
F3,,0139,0224
F5,,0225,0123
F5,,0123,0225
F5,,0225,0124
F5,,0124,0225
F5,,0225,0125
F5,,0125,0225
F5,,0225,0126
F5,,0126,0225
F4,,0225,0127
F4,,0127,0225
F4,,0225,0128
F4,,0128,0225
F4,,0225,0129
F4,,0129,0225
F3,,0225,0130
F3,,0130,0225
F3,,0225,0131
F3,,0131,0225
F3,,0225,0132
F3,,0132,0225
F3,,0225,0133
F3,,0133,0225
F2,,0225,0134
F2,,0134,0225
F2,,0225,0135
F2,,0135,0225
F2,,0225,0136
F2,,0136,0225
F3,,0225,0137
F3,,0137,0225
F3,,0225,0138
F3,,0138,0225
F3,,0225,0139
F3,,0139,0225
F1,,0123,0124
F1,,0124,0123
F1,,0123,0125
F1,,0125,0123
F2,,0123,0126
F2,,0126,0123
F2,,0123,0127
F2,,0127,0123
F2,,0123,0128
F2,,0128,0123
F2,,0123,0129
F2,,0129,0123
F3,,0123,0130
F3,,0130,0123
F3,,0123,0131
F3,,0131,0123
F4,,0123,0132
F4,,0132,0123
F4,,0123,0133
F4,,0133,0123
F4,,0123,0134
F4,,0134,0123
F4,,0123,0135
F4,,0135,0123
F4,,0123,0136
F4,,0136,0123
F5,,0123,0137
F5,,0137,0123
F5,,0123,0138
F5,,0138,0123
F5,,0123,0139
F5,,0139,0123
F1,,0124,0125
F1,,0125,0124
F1,,0124,0126
F1,,0126,0124
F2,,0124,0127
F2,,0127,0124
F2,,0124,0128
F2,,0128,0124
F2,,0124,0129
F2,,0129,0124
F3,,0124,0130
F3,,0130,0124
F3,,0124,0131
F3,,0131,0124
F3,,0124,0132
F3,,0132,0124
F3,,0124,0133
F3,,0133,0124
F4,,0124,0134
F4,,0134,0124
F4,,0124,0135
F4,,0135,0124
F4,,0124,0136
F4,,0136,0124
F4,,0124,0137
F4,,0137,0124
F5,,0124,0138
F5,,0138,0124
F5,,0124,0139
F5,,0139,0124
F1,,0125,0126
F1,,0126,0125
F1,,0125,0127
F1,,0127,0125
F2,,0125,0128
F2,,0128,0125
F2,,0125,0129
F2,,0129,0125
F2,,0125,0130
F2,,0130,0125
F3,,0125,0131
F3,,0131,0125
F3,,0125,0132
F3,,0132,0125
F3,,0125,0133
F3,,0133,0125
F3,,0125,0134
F3,,0134,0125
F4,,0125,0135
F4,,0135,0125
F4,,0125,0136
F4,,0136,0125
F4,,0125,0137
F4,,0137,0125
F4,,0125,0138
F4,,0138,0125
F5,,0125,0139
F5,,0139,0125
F1,,0126,0127
F1,,0127,0126
F1,,0126,0128
F1,,0128,0126
F2,,0126,0129
F2,,0129,0126
F2,,0126,0130
F2,,0130,0126
F2,,0126,0131
F2,,0131,0126
F3,,0126,0132
F3,,0132,0126
F3,,0126,0133
F3,,0133,0126
F3,,0126,0134
F3,,0134,0126
F3,,0126,0135
F3,,0135,0126
F3,,0126,0136
F3,,0136,0126
F4,,0126,0137
F4,,0137,0126
F4,,0126,0138
F4,,0138,0126
F4,,0126,0139
F4,,0139,0126
F1,,0127,0128
F1,,0128,0127
F1,,0127,0129
F1,,0129,0127
F2,,0127,0130
F2,,0130,0127
F2,,0127,0131
F2,,0131,0127
F2,,0127,0132
F2,,0132,0127
F3,,0127,0133
F3,,0133,0127
F3,,0127,0134
F3,,0134,0127
F3,,0127,0135
F3,,0135,0127
F3,,0127,0136
F3,,0136,0127
F3,,0127,0137
F3,,0137,0127
F4,,0127,0138
F4,,0138,0127
F4,,0127,0139
F4,,0139,0127
F1,,0128,0129
F1,,0129,0128
F1,,0128,0130
F1,,0130,0128
F2,,0128,0131
F2,,0131,0128
F2,,0128,0132
F2,,0132,0128
F2,,0128,0133
F2,,0133,0128
F2,,0128,0134
F2,,0134,0128
F3,,0128,0135
F3,,0135,0128
F3,,0128,0136
F3,,0136,0128
F3,,0128,0137
F3,,0137,0128
F3,,0128,0138
F3,,0138,0128
F4,,0128,0139
F4,,0139,0128
F1,,0129,0130
F1,,0130,0129
F2,,0129,0131
F2,,0131,0129
F2,,0129,0132
F2,,0132,0129
F2,,0129,0133
F2,,0133,0129
F2,,0129,0134
F2,,0134,0129
F2,,0129,0135
F2,,0135,0129
F3,,0129,0136
F3,,0136,0129
F3,,0129,0137
F3,,0137,0129
F3,,0129,0138
F3,,0138,0129
F3,,0129,0139
F3,,0139,0129
F1,,0130,0131
F1,,0131,0130
F1,,0130,0132
F1,,0132,0130
F2,,0130,0133
F2,,0133,0130
F2,,0130,0134
F2,,0134,0130
F2,,0130,0135
F2,,0135,0130
F2,,0130,0136
F2,,0136,0130
F2,,0130,0137
F2,,0137,0130
F3,,0130,0138
F3,,0138,0130
F3,,0130,0139
F3,,0139,0130
F1,,0131,0132
F1,,0132,0131
F1,,0131,0133
F1,,0133,0131
F1,,0131,0134
F1,,0134,0131
F1,,0131,0135
F1,,0135,0131
F2,,0131,0136
F2,,0136,0131
F2,,0131,0137
F2,,0137,0131
F2,,0131,0138
F2,,0138,0131
F2,,0131,0139
F2,,0139,0131
F1,,0132,0133
F1,,0133,0132
F1,,0132,0134
F1,,0134,0132
F1,,0132,0135
F1,,0135,0132
F1,,0132,0136
F1,,0136,0132
F2,,0132,0137
F2,,0137,0132
F2,,0132,0138
F2,,0138,0132
F2,,0132,0139
F2,,0139,0132
F1,,0133,0134
F1,,0134,0133
F1,,0133,0135
F1,,0135,0133
F1,,0133,0136
F1,,0136,0133
F1,,0133,0137
F1,,0137,0133
F2,,0133,0138
F2,,0138,0133
F2,,0133,0139
F2,,0139,0133
F1,,0134,0135
F1,,0135,0134
F1,,0134,0136
F1,,0136,0134
F1,,0134,0137
F1,,0137,0134
F2,,0134,0138
F2,,0138,0134
F2,,0134,0139
F2,,0139,0134
F1,,0135,0136
F1,,0136,0135
F1,,0135,0137
F1,,0137,0135
F1,,0135,0138
F1,,0138,0135
F2,,0135,0139
F2,,0139,0135
F1,,0136,0137
F1,,0137,0136
F1,,0136,0138
F1,,0138,0136
F2,,0136,0139
F2,,0139,0136
F1,,0137,0138
F1,,0138,0137
F1,,0137,0139
F1,,0139,0137
F1,,0138,0139
F1,,0139,0138
